date,ticker,close,high,low,open,volume,close,high,low,open,volume,close,high,low,open,volume,close,high,low,open,volume,close,high,low,open,volume,close,high,low,open,volume,close,high,low,open,volume,close,high,low,open,volume,close,high,low,open,volume
,,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS
2023-04-11,RELIANCE.NS,1067.012939453125,1069.1366199397178,1061.3955750443056,1065.939743921675,10542367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-12,RELIANCE.NS,1071.717041015625,1081.3761631315801,1064.1358158157961,1067.012931730649,18179087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-13,RELIANCE.NS,1075.7587890625,1080.46277750412,1069.5933508990845,1074.6169786169378,12378208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-17,RELIANCE.NS,1081.21630859375,1107.476619420594,1072.8130332893465,1107.476619420594,17929479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-18,RELIANCE.NS,1068.83984375,1085.5779013878212,1062.286151077802,1085.5779013878212,10405576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-19,RELIANCE.NS,1074.160400390625,1076.854865388236,1065.1177251222468,1068.2461071013158,12273475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-20,RELIANCE.NS,1071.4429931640625,1077.3572865082945,1065.0720722571516,1075.1194490483404,7007330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21,RELIANCE.NS,1072.790283203125,1078.270659547194,1067.03580952124,1073.5438394804698,7647317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-24,RELIANCE.NS,1076.900634765625,1087.3589761284004,1072.3335136347853,1084.664511166267,12936186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-25,RELIANCE.NS,1085.1439208984375,1087.2219385705832,1073.4752754488823,1080.5540893990085,9236126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-26,RELIANCE.NS,1078.7730712890625,1089.7339447844763,1075.0966154125051,1086.491285091553,8617834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-27,RELIANCE.NS,1085.6005859375,1088.7746302431858,1079.6406306983138,1084.6643787683633,9167125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-28,RELIANCE.NS,1105.4443359375,1106.9972320319282,1087.7472397071194,1087.8613965962081,15565210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-02,RELIANCE.NS,1114.82958984375,1116.9989331143706,1108.9152966492784,1112.6145838180175,12981805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-03,RELIANCE.NS,1105.26171875,1116.6335572654652,1102.0420111753726,1116.6335572654652,7061872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-04,RELIANCE.NS,1118.0035400390625,1120.2185458775925,1102.7497651021708,1105.741158512921,8635233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-05,RELIANCE.NS,1115.149169921875,1124.1005190597652,1112.523199239561,1114.8066992767208,8746585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-08,RELIANCE.NS,1128.9189453125,1134.285165121455,1116.2454760270762,1118.9171098412864,9153782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-09,RELIANCE.NS,1132.41259765625,1135.7237516073387,1124.968360112219,1130.3345797698353,6464721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-10,RELIANCE.NS,1140.1993408203125,1141.6836219415538,1133.166068626863,1137.1851158233878,10872255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-11,RELIANCE.NS,1132.755126953125,1146.0907051382787,1131.0424112237843,1141.2725596406942,10557860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-12,RELIANCE.NS,1134.6046142578125,1135.9975697808718,1121.8854843451488,1127.9595967040486,6955341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-15,RELIANCE.NS,1136.842529296875,1143.8300179652633,1129.4896177904272,1137.1394580029744,6833343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-16,RELIANCE.NS,1120.652587890625,1141.56939192383,1118.9855348810656,1139.011915165469,8717229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-17,RELIANCE.NS,1114.0302734375,1125.767412489195,1109.326285266598,1124.8540366658724,8798967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18,RELIANCE.NS,1111.6328125,1122.1141069420557,1108.4814781127482,1118.7116273793872,10525531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-19,RELIANCE.NS,1115.2406005859375,1117.0674732684852,1104.690812507364,1111.6327595797234,8050447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-22,RELIANCE.NS,1121.2005615234375,1126.2243104205127,1110.8563766085233,1112.0665604748972,7434906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-23,RELIANCE.NS,1120.9949951171875,1127.1376019059842,1119.57920814862,1123.7809063005584,6092034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-24,RELIANCE.NS,1114.464111328125,1125.3108271393737,1111.3585609319161,1117.0445400667827,8112254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-25,RELIANCE.NS,1114.3271484375,1118.4603524683553,1103.4120590494547,1111.5641894255543,11487863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-26,RELIANCE.NS,1144.720703125,1145.8623928117322,1119.259609739874,1122.5706427124312,12626260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-29,RELIANCE.NS,1151.16015625,1155.453180208684,1145.0403804115472,1151.3428072777879,10010304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-30,RELIANCE.NS,1150.86328125,1158.9697489459825,1148.3056838062641,1151.1600891528556,11342504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-31,RELIANCE.NS,1128.00537109375,1146.2506621528646,1123.940781802018,1141.752155877868,27107927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01,RELIANCE.NS,1124.96826171875,1134.8559391483795,1122.570604736877,1132.686595935941,14592692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02,RELIANCE.NS,1121.2918701171875,1133.9196759046245,1119.3737927424297,1128.5077936531352,15800644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-05,RELIANCE.NS,1131.3621826171875,1134.3307449499125,1122.7761349098234,1126.7723508506097,10908682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06,RELIANCE.NS,1132.3211669921875,1136.134610925845,1124.3974712262095,1134.1937022942536,7493309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-07,RELIANCE.NS,1140.9072265625,1141.7521083148742,1129.238460066849,1135.8149838702523,10312545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-08,RELIANCE.NS,1141.5921630859375,1149.4474855739534,1137.6417308654277,1144.492231164886,12071109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-09,RELIANCE.NS,1133.5086669921875,1145.6568925627853,1131.704625777923,1144.9489990636832,5877018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-12,RELIANCE.NS,1134.513427734375,1136.8197593711882,1125.7675601367614,1130.5629952397665,6391969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-13,RELIANCE.NS,1151.2742919921875,1152.461765252883,1135.4724415589915,1139.4686575241053,11248016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-14,RELIANCE.NS,1165.4320068359375,1166.8706252123102,1149.5159999872844,1151.3427517789971,13277380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-15,RELIANCE.NS,1165.751708984375,1170.318709037624,1157.9648808768675,1165.4091175398685,11813494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16,RELIANCE.NS,1177.1007080078125,1179.3842080208944,1169.2453858181773,1169.2453858181773,24171579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19,RELIANCE.NS,1165.4091796875,1180.1150027878116,1161.2304336083946,1180.1150027878116,6798554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-20,RELIANCE.NS,1167.8297119140625,1170.980925324942,1157.736672287734,1163.4683146516843,6921096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-21,RELIANCE.NS,1171.1180419921875,1173.6526874041308,1163.6738046046364,1167.7840567322396,6961603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-22,RELIANCE.NS,1157.9649658203125,1175.2282659442556,1156.3665277645139,1167.3274011769147,7619166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-23,RELIANCE.NS,1148.488525390625,1157.0059583925781,1147.2325579696046,1154.950771922075,6628570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-26,RELIANCE.NS,1139.7197265625,1148.7852326557966,1136.5913447742648,1144.9489573942226,12641159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-27,RELIANCE.NS,1140.130859375,1146.0906945025645,1135.6551845842537,1140.1765221299502,9689466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-28,RELIANCE.NS,1155.224853515625,1159.0382976828105,1140.7701750845272,1147.6892906941277,11354006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,RELIANCE.NS,1164.7012939453125,1167.6241934828843,1157.0287430596568,1162.943036267624,11151555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-03,RELIANCE.NS,1194.5924072265625,1197.4696440280782,1167.030464635505,1168.2636006364235,12154387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,RELIANCE.NS,1182.2843017578125,1198.8397074137176,1175.2053670023197,1198.8397074137176,8061643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,RELIANCE.NS,1180.3433837890625,1191.532571393769,1176.3701198807612,1191.532571393769,10248062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-06,RELIANCE.NS,1205.119384765625,1207.722524278828,1176.4842461156807,1176.4842461156807,19117987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07,RELIANCE.NS,1202.767333984375,1217.0849026376386,1200.2097365465415,1203.4067333438334,13375267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-10,RELIANCE.NS,1249.0994873046875,1258.667404107472,1221.674656334633,1228.0227451683577,33240016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-11,RELIANCE.NS,1262.6407470703125,1265.0612354429086,1250.2642078815143,1257.251696474421,20069348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-12,RELIANCE.NS,1264.03369140625,1279.6757213818048,1261.2477802243752,1263.3714606760861,18733835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-13,RELIANCE.NS,1252.7303466796875,1278.3055959821065,1250.1043759392737,1271.4094329653615,14682934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-14,RELIANCE.NS,1251.679931640625,1260.9052571235766,1244.5553343441984,1255.927171566446,15124144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-17,RELIANCE.NS,1277.2552490234375,1285.6356932499284,1245.8798631719937,1254.5572361024476,22220040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-18,RELIANCE.NS,1288.101806640625,1295.865682655469,1275.565327333507,1286.5262000611694,25867313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-19,RELIANCE.NS,1297.875244140625,1304.3376110837564,1277.3922372078198,1292.4633621484709,39122156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-20,RELIANCE.NS,1296.3035888671875,1301.7958038458526,1276.5857337674936,1276.5857337674936,38717624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-21,RELIANCE.NS,1256.175048828125,1293.8540669649708,1248.6788679058595,1290.9347916858999,30249238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-24,RELIANCE.NS,1230.76708984375,1244.398871926436,1221.8112705494605,1227.6004140006419,23727866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-25,RELIANCE.NS,1229.9754638671875,1239.5745480314513,1227.105595974479,1234.0328049840123,12026020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-26,RELIANCE.NS,1249.96533203125,1260.2572093340157,1229.579570159022,1229.579570159022,12911012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-27,RELIANCE.NS,1238.3375244140625,1255.6307824381843,1232.2268090555337,1253.8495726336669,17226898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-28,RELIANCE.NS,1250.7818603515625,1258.2038700358664,1237.2737785659415,1242.9639859905747,20827852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-31,RELIANCE.NS,1261.37060546875,1263.6713802592596,1245.8833203686095,1250.7819194723559,8551174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-01,RELIANCE.NS,1243.532958984375,1266.1948527243896,1239.6240822025534,1264.2156501409988,9536632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-02,RELIANCE.NS,1230.24755859375,1242.939146060178,1218.9908445918115,1241.5536801766764,12748214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-03,RELIANCE.NS,1225.076904296875,1237.4469207819639,1216.2447850070869,1224.7800963817983,10168350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-04,RELIANCE.NS,1241.72705078125,1244.9184909559838,1222.9493894359623,1236.4079435563783,22885610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-07,RELIANCE.NS,1248.802734375,1251.0539808099204,1239.475693312529,1247.3925041280982,5982870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-08,RELIANCE.NS,1241.281494140625,1254.047373958433,1236.778881098533,1250.8559342042133,9844072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-09,RELIANCE.NS,1249.4705810546875,1251.3508476906466,1227.6499448032796,1239.4014602768473,11486586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-10,RELIANCE.NS,1255.0369873046875,1261.7415597529728,1241.1825701779883,1249.3467802705075,15470598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-11,RELIANCE.NS,1260.3314208984375,1266.1206851146596,1243.11245500702,1253.0578755407264,22179330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-14,RELIANCE.NS,1275.2249755859375,1277.7237430293571,1249.3716416158666,1256.2988507178952,9575812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-16,RELIANCE.NS,1274.185791015625,1277.9710883067485,1262.2364041497128,1262.2364041497128,10203112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-17,RELIANCE.NS,1255.8040771484375,1275.6456319674955,1253.2559020656174,1270.2028246985305,13673744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-18,RELIANCE.NS,1265.1063232421875,1275.398200899288,1241.2321919332442,1252.4641425028597,18639978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-21,RELIANCE.NS,1255.738037109375,1273.403057784055,1253.5703454061634,1265.6792722383425,9221746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-22,RELIANCE.NS,1255.43896484375,1264.6826161104336,1245.2735154216373,1254.1931930195988,7713044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-23,RELIANCE.NS,1256.8343505859375,1267.1244996417786,1254.21822955338,1257.83096812215,9517952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-24,RELIANCE.NS,1235.7060546875,1265.6543373767377,1231.3209133840314,1265.6543373767377,14140020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-25,RELIANCE.NS,1230.00048828125,1248.263455848564,1217.1690375873975,1223.8463263728836,22222400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-28,RELIANCE.NS,1217.741943359375,1237.798869485294,1211.438386668476,1231.8191648017903,12580826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-29,RELIANCE.NS,1206.0816650390625,1222.5756121252018,1200.0022007952118,1221.8780285188975,16876644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-30,RELIANCE.NS,1204.935546875,1217.3683263678636,1203.4156807934467,1211.8869298921998,12168946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-31,RELIANCE.NS,1199.42919921875,1208.3987570026875,1195.8911583187871,1207.4021394711388,21638600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,RELIANCE.NS,1202.2445068359375,1208.7225203155078,1196.7631108147625,1199.2048965822742,18112842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,RELIANCE.NS,1201.2728271484375,1207.7259008493393,1198.5820086782048,1202.2445048372767,9347626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-05,RELIANCE.NS,1207.701171875,1212.858594599831,1202.1449561491547,1205.9072116575028,8675876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-06,RELIANCE.NS,1210.242431640625,1213.9548074808367,1204.5368208088998,1206.4553581511952,8200370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-07,RELIANCE.NS,1211.8868408203125,1215.0012704071246,1201.422357408624,1206.754236529765,13652572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-08,RELIANCE.NS,1219.95947265625,1223.8463052862799,1207.3771765615925,1215.8733651866949,23109288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-11,RELIANCE.NS,1233.1148681640625,1234.236062839516,1221.8530418720986,1221.8530418720986,13271074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-12,RELIANCE.NS,1215.30029296875,1237.3005747017125,1213.8551246595125,1237.3005747017125,16255666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-13,RELIANCE.NS,1221.379638671875,1227.159946953354,1209.0215578194573,1215.8733028663476,12803338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-14,RELIANCE.NS,1222.5008544921875,1228.729713733621,1218.3648676243943,1225.8394987141144,9209636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-15,RELIANCE.NS,1224.7681884765625,1229.8259735378333,1220.6072618237126,1229.8259735378333,25468592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-18,RELIANCE.NS,1214.1043701171875,1221.354787003095,1211.9118602069937,1215.8983303400107,7516300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-20,RELIANCE.NS,1187.046142578125,1209.694372637889,1173.5171086509097,1207.4270434892683,57081884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-21,RELIANCE.NS,1178.4005126953125,1191.0077479349486,1176.0086064524028,1183.458297657559,12226182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-22,RELIANCE.NS,1173.4921875,1187.1956783704497,1171.0255834748014,1183.9816112068631,19176786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-25,RELIANCE.NS,1166.2667236328125,1176.3574761147186,1163.600844736979,1171.2248715084886,14254884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-26,RELIANCE.NS,1167.2882080078125,1171.1251609235717,1163.8499264102609,1165.3199128423328,10087782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-27,RELIANCE.NS,1180.443603515625,1181.8887719515524,1165.2950654817153,1167.786609346333,11722778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-28,RELIANCE.NS,1163.1025390625,1187.4697890502082,1158.5678806301862,1187.4697890502082,14518346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-29,RELIANCE.NS,1168.5340576171875,1180.5433475545983,1163.1025407244908,1166.9394938956318,12342014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-03,RELIANCE.NS,1155.1544189453125,1163.8500042507808,1154.0831037597964,1161.0344867242761,8859056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-04,RELIANCE.NS,1153.1611328125,1155.5779788871073,1143.6684485524847,1150.5948914404187,10286386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-05,RELIANCE.NS,1153.1363525390625,1160.7603792567368,1150.5949291948962,1155.7025939953498,10953682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-06,RELIANCE.NS,1155.0797119140625,1158.468235831833,1152.1147991075431,1154.60634292099,5431026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
